indent,depth_nm,H_GPa,E_GPa,Hf_true_GPa,Hs_true_GPa
111,360.0,4.5179,183.47,26.248,4.453
111,370.0,5.0074,179.31,26.248,4.453
111,380.0,4.0203,186.74,26.248,4.453
111,390.0,4.0879,182.97,26.248,4.453
111,400.0,4.7379,184.82,26.248,4.453
112,10.0,20.7551,316.02,21.557,3.544
112,20.0,18.2905,303.41,21.557,3.544
112,30.0,15.642,276.56,21.557,3.544
112,40.0,12.9473,255.96,21.557,3.544
112,50.0,10.7214,248.27,21.557,3.544
112,60.0,9.026,235.83,21.557,3.544
112,70.0,7.1876,220.47,21.557,3.544
112,80.0,7.2855,210.2,21.557,3.544
112,90.0,6.3917,223.11,21.557,3.544
112,100.0,5.9051,215.27,21.557,3.544
112,110.0,6.8828,204.69,21.557,3.544
112,120.0,4.4504,199.68,21.557,3.544
112,130.0,5.1645,201.3,21.557,3.544
112,140.0,5.5444,198.48,21.557,3.544
112,150.0,5.2555,203.87,21.557,3.544
112,160.0,5.259,189.83,21.557,3.544
112,170.0,3.8914,194.85,21.557,3.544
112,180.0,3.9478,189.25,21.557,3.544
112,190.0,4.6545,201.14,21.557,3.544
112,200.0,4.1258,203.55,21.557,3.544
112,210.0,5.0674,191.7,21.557,3.544
112,220.0,4.2722,195.06,21.557,3.544
112,230.0,4.2087,199.88,21.557,3.544
112,240.0,4.2894,189.32,21.557,3.544
112,250.0,3.8963,185.22,21.557,3.544
112,260.0,4.0589,196.81,21.557,3.544
112,270.0,3.6327,193.37,21.557,3.544
112,280.0,3.9251,188.88,21.557,3.544
112,290.0,3.6784,198.7,21.557,3.544
112,300.0,4.0266,191.18,21.557,3.544
112,310.0,3.171,178.93,21.557,3.544
112,320.0,3.1157,191.55,21.557,3.544
112,330.0,4.0751,188.99,21.557,3.544
112,340.0,3.944,200.51,21.557,3.544
112,350.0,3.3354,189.02,21.557,3.544
112,360.0,3.6915,187.78,21.557,3.544
112,370.0,3.2692,191.55,21.557,3.544
112,380.0,4.8029,190.32,21.557,3.544
112,390.0,2.992,180.32,21.557,3.544
112,400.0,4.6206,189.42,21.557,3.544
113,10.0,24.759,398.28,26.486,4.767
113,20.0,21.6466,365.69,26.486,4.767
113,30.0,18.0638,321.32,26.486,4.767
113,40.0,15.3723,305.49,26.486,4.767
113,50.0,13.5239,269.69,26.486,4.767
113,60.0,10.5699,265.32,26.486,4.767
113,70.0,9.1511,248.05,26.486,4.767
113,80.0,8.0303,226.69,26.486,4.767
113,90.0,8.7719,222.14,26.486,4.767
113,100.0,8.3205,230.56,26.486,4.767
113,110.0,6.451,221.02,26.486,4.767
113,120.0,6.055,210.65,26.486,4.767
113,130.0,6.6565,210.05,26.486,4.767
113,140.0,6.9105,207.78,26.486,4.767
113,150.0,6.6843,200.1,26.486,4.767
113,160.0,6.1179,202.01,26.486,4.767
113,170.0,6.2312,197.96,26.486,4.767
113,180.0,5.9428,198.25,26.486,4.767
113,190.0,5.4071,202.69,26.486,4.767
113,200.0,6.5569,193.34,26.486,4.767
113,210.0,5.5311,202.75,26.486,4.767
113,220.0,4.9139,198.44,26.486,4.767
113,230.0,5.1818,201.83,26.486,4.767
113,240.0,4.597,202.12,26.486,4.767
113,250.0,5.334,203.84,26.486,4.767
113,260.0,5.8363,199.76,26.486,4.767
113,270.0,4.6216,199.9,26.486,4.767
113,280.0,5.7878,194.27,26.486,4.767
113,290.0,6.2437,198.51,26.486,4.767
113,300.0,5.3615,189.43,26.486,4.767
113,310.0,4.5708,193.14,26.486,4.767
113,320.0,4.7029,198.92,26.486,4.767
113,330.0,4.9437,193.93,26.486,4.767
113,340.0,4.453,196.75,26.486,4.767
113,350.0,4.4534,187.57,26.486,4.767
113,360.0,4.9345,202.0,26.486,4.767
113,370.0,4.961,190.18,26.486,4.767
113,380.0,5.342,195.91,26.486,4.767
113,390.0,4.4277,193.28,26.486,4.767
113,400.0,5.9539,198.92,26.486,4.767
114,10.0,24.5701,407.43,25.118,6.021
114,20.0,22.8474,386.46,25.118,6.021
114,30.0,18.3448,364.16,25.118,6.021
114,40.0,16.2887,329.58,25.118,6.021
114,50.0,14.9695,308.83,25.118,6.021
114,60.0,13.7492,301.86,25.118,6.021
114,70.0,11.9744,268.15,25.118,6.021
114,80.0,10.9699,266.37,25.118,6.021
114,90.0,10.2721,263.16,25.118,6.021
114,100.0,9.6872,246.28,25.118,6.021
114,110.0,9.7309,244.82,25.118,6.021
114,120.0,8.8185,236.53,25.118,6.021
114,130.0,7.5678,242.03,25.118,6.021
114,140.0,7.6892,234.55,25.118,6.021
114,150.0,7.8125,240.77,25.118,6.021
114,160.0,7.1168,240.25,25.118,6.021
114,170.0,7.238,232.73,25.118,6.021
114,180.0,6.9732,228.77,25.118,6.021
114,190.0,6.7721,231.45,25.118,6.021
114,200.0,7.3743,229.19,25.118,6.021
114,210.0,6.7456,220.6,25.118,6.021
114,220.0,6.3183,233.65,25.118,6.021
114,230.0,6.4422,227.85,25.118,6.021
114,240.0,6.7625,230.64,25.118,6.021
114,250.0,7.753,217.1,25.118,6.021
114,260.0,6.7765,230.15,25.118,6.021
114,270.0,7.3512,237.16,25.118,6.021
114,280.0,6.8175,227.76,25.118,6.021
114,290.0,5.4563,214.92,25.118,6.021
114,300.0,6.6962,223.59,25.118,6.021
114,310.0,6.0506,222.73,25.118,6.021
114,320.0,5.7734,224.14,25.118,6.021
114,330.0,5.8897,221.17,25.118,6.021
114,340.0,7.3095,225.36,25.118,6.021
114,350.0,5.598,219.35,25.118,6.021
114,360.0,6.0624,223.37,25.118,6.021
114,370.0,6.9404,217.64,25.118,6.021
114,380.0,6.6773,222.25,25.118,6.021
114,390.0,5.4689,227.53,25.118,6.021
114,400.0,6.2605,218.4,25.118,6.021
115,10.0,19.2668,374.62,20.847,3.217
115,20.0,17.4169,354.57,20.847,3.217
115,30.0,13.0201,318.11,20.847,3.217
115,40.0,11.1669,296.32,20.847,3.217
115,50.0,9.8279,268.32,20.847,3.217
115,60.0,8.3542,262.88,20.847,3.217
115,70.0,6.5032,246.05,20.847,3.217
115,80.0,5.6667,252.49,20.847,3.217
115,90.0,6.1814,234.91,20.847,3.217
115,100.0,4.6858,237.15,20.847,3.217
115,110.0,5.2925,230.58,20.847,3.217
115,120.0,4.4823,230.44,20.847,3.217
115,130.0,4.5358,234.25,20.847,3.217
115,140.0,5.545,226.57,20.847,3.217
115,150.0,5.0228,230.12,20.847,3.217
115,160.0,4.5512,221.67,20.847,3.217
115,170.0,3.3368,235.41,20.847,3.217
115,180.0,4.1135,222.29,20.847,3.217
115,190.0,3.9103,231.75,20.847,3.217
115,200.0,3.7736,238.06,20.847,3.217
115,210.0,4.4486,209.79,20.847,3.217
115,220.0,2.8603,218.18,20.847,3.217
115,230.0,3.8503,222.61,20.847,3.217
115,240.0,3.719,230.67,20.847,3.217
115,250.0,3.2452,220.33,20.847,3.217
115,260.0,4.4702,225.34,20.847,3.217
115,270.0,2.9326,218.37,20.847,3.217
115,280.0,3.5654,226.05,20.847,3.217
115,290.0,3.5722,215.06,20.847,3.217
115,300.0,2.4059,227.38,20.847,3.217
115,310.0,2.7747,203.92,20.847,3.217
115,320.0,2.9929,210.49,20.847,3.217
115,330.0,3.8682,232.98,20.847,3.217
115,340.0,3.9358,222.83,20.847,3.217
115,350.0,3.747,216.22,20.847,3.217
115,360.0,3.5576,235.02,20.847,3.217
115,370.0,2.3145,227.91,20.847,3.217
115,380.0,3.527,228.31,20.847,3.217
115,390.0,3.1498,218.78,20.847,3.217
115,400.0,3.9946,225.08,20.847,3.217
116,10.0,25.9654,363.59,27.039,7.234
116,20.0,21.1539,318.69,27.039,7.234
116,30.0,17.4656,281.92,27.039,7.234
116,40.0,15.0605,246.54,27.039,7.234
116,50.0,13.3275,246.7,27.039,7.234
116,60.0,11.4203,218.65,27.039,7.234
116,70.0,10.6134,218.23,27.039,7.234
116,80.0,10.2949,210.96,27.039,7.234
116,90.0,9.693,199.76,27.039,7.234
116,100.0,9.6894,200.17,27.039,7.234
116,110.0,8.9255,196.3,27.039,7.234
116,120.0,8.1225,191.49,27.039,7.234
116,130.0,7.4927,192.99,27.039,7.234
116,140.0,8.6593,191.5,27.039,7.234
116,150.0,7.9546,183.66,27.039,7.234
116,160.0,7.8475,180.93,27.039,7.234
116,170.0,7.7937,182.84,27.039,7.234
116,180.0,7.0681,188.11,27.039,7.234
116,190.0,7.6113,195.29,27.039,7.234
116,200.0,6.4298,195.3,27.039,7.234
116,210.0,7.5089,187.71,27.039,7.234
116,220.0,7.218,191.22,27.039,7.234
116,230.0,8.581,185.78,27.039,7.234
116,240.0,7.8402,191.54,27.039,7.234
116,250.0,7.4757,185.23,27.039,7.234
116,260.0,7.6444,186.63,27.039,7.234
116,270.0,7.9134,182.22,27.039,7.234
116,280.0,7.1342,183.75,27.039,7.234
116,290.0,7.3866,195.36,27.039,7.234
116,300.0,7.3073,176.04,27.039,7.234
116,310.0,8.7469,183.33,27.039,7.234
116,320.0,7.4995,179.52,27.039,7.234
116,330.0,6.4436,189.01,27.039,7.234
116,340.0,7.8482,194.2,27.039,7.234
116,350.0,8.7556,180.93,27.039,7.234
116,360.0,6.9313,165.59,27.039,7.234
116,370.0,9.1966,186.49,27.039,7.234
116,380.0,7.3734,186.42,27.039,7.234
116,390.0,7.9117,172.09,27.039,7.234
116,400.0,7.1027,180.97,27.039,7.234
117,10.0,20.1419,382.98,21.517,7.189
117,20.0,18.2777,352.48,21.517,7.189
117,30.0,16.0114,319.88,21.517,7.189
117,40.0,14.5769,293.27,21.517,7.189
117,50.0,12.2498,267.83,21.517,7.189
117,60.0,12.3391,246.13,21.517,7.189
117,70.0,10.9009,230.39,21.517,7.189
117,80.0,8.9208,218.49,21.517,7.189
117,90.0,10.4235,230.81,21.517,7.189
117,100.0,9.2499,223.37,21.517,7.189
117,110.0,8.5828,204.91,21.517,7.189
117,120.0,8.6829,208.25,21.517,7.189
117,130.0,7.4919,209.97,21.517,7.189
117,140.0,8.3808,214.95,21.517,7.189
117,150.0,6.8786,199.35,21.517,7.189
117,160.0,7.5158,202.67,21.517,7.189
117,170.0,8.659,207.53,21.517,7.189
117,180.0,8.5345,188.3,21.517,7.189
117,190.0,7.637,193.65,21.517,7.189
117,200.0,7.256,197.18,21.517,7.189
117,210.0,8.193,192.21,21.517,7.189
117,220.0,7.64,209.35,21.517,7.189
117,230.0,7.7386,201.01,21.517,7.189
117,240.0,7.9209,196.33,21.517,7.189
117,250.0,7.0071,188.66,21.517,7.189
117,260.0,7.9521,199.74,21.517,7.189
117,270.0,6.4176,197.93,21.517,7.189
117,280.0,8.2557,190.44,21.517,7.189
117,290.0,6.6604,190.67,21.517,7.189
117,300.0,7.1328,183.98,21.517,7.189
117,310.0,7.0959,192.44,21.517,7.189
117,320.0,7.8082,198.15,21.517,7.189
117,330.0,7.8045,198.81,21.517,7.189
117,340.0,7.5914,196.0,21.517,7.189
117,350.0,7.6759,197.38,21.517,7.189
117,360.0,7.6274,188.38,21.517,7.189
117,370.0,7.3365,188.99,21.517,7.189
117,380.0,6.3711,199.36,21.517,7.189
117,390.0,6.1576,194.53,21.517,7.189
117,400.0,6.1525,186.62,21.517,7.189
118,10.0,17.07,366.14,17.714,5.21
118,20.0,16.514,351.9,17.714,5.21
118,30.0,15.8104,327.79,17.714,5.21
118,40.0,13.5624,298.62,17.714,5.21
118,50.0,11.8129,295.45,17.714,5.21
118,60.0,11.2021,278.02,17.714,5.21
118,70.0,9.441,260.4,17.714,5.21
118,80.0,9.4374,244.73,17.714,5.21
118,90.0,8.541,239.13,17.714,5.21
118,100.0,8.6933,234.13,17.714,5.21
118,110.0,7.8374,217.43,17.714,5.21
118,120.0,7.9947,216.74,17.714,5.21
118,130.0,8.3687,211.11,17.714,5.21
118,140.0,6.8244,215.41,17.714,5.21
118,150.0,6.3084,209.75,17.714,5.21
118,160.0,6.8189,197.54,17.714,5.21
118,170.0,6.3936,199.66,17.714,5.21
118,180.0,6.3933,212.67,17.714,5.21
118,190.0,5.9018,194.06,17.714,5.21
118,200.0,6.4153,199.67,17.714,5.21
118,210.0,6.0833,193.62,17.714,5.21
118,220.0,4.8529,204.25,17.714,5.21
118,230.0,5.7942,195.17,17.714,5.21
118,240.0,6.0372,192.03,17.714,5.21
118,250.0,6.4289,186.7,17.714,5.21
118,260.0,5.4719,191.84,17.714,5.21
118,270.0,5.3164,197.93,17.714,5.21
118,280.0,6.2975,196.44,17.714,5.21
118,290.0,5.3507,183.54,17.714,5.21
118,300.0,5.6943,201.04,17.714,5.21
118,310.0,5.8598,189.42,17.714,5.21
118,320.0,5.9741,184.04,17.714,5.21
118,330.0,5.5731,191.06,17.714,5.21
118,340.0,4.9707,186.1,17.714,5.21
118,350.0,6.0568,186.09,17.714,5.21
118,360.0,5.2886,185.51,17.714,5.21
118,370.0,5.2281,188.64,17.714,5.21
118,380.0,6.5281,185.88,17.714,5.21
118,390.0,5.9285,178.16,17.714,5.21
118,400.0,4.9084,191.84,17.714,5.21
119,10.0,23.1258,342.92,23.928,6.339
119,20.0,19.041,316.22,23.928,6.339
119,30.0,15.4633,297.72,23.928,6.339
119,40.0,13.6486,283.8,23.928,6.339
119,50.0,10.2764,265.96,23.928,6.339
119,60.0,10.2404,259.37,23.928,6.339
119,70.0,9.6552,250.95,23.928,6.339
119,80.0,8.6881,245.12,23.928,6.339
119,90.0,9.0799,245.27,23.928,6.339
119,100.0,8.435,235.65,23.928,6.339
119,110.0,7.8558,247.14,23.928,6.339
119,120.0,7.3745,229.46,23.928,6.339
119,130.0,7.9756,240.78,23.928,6.339
119,140.0,6.9195,228.53,23.928,6.339
119,150.0,6.9414,245.5,23.928,6.339
119,160.0,7.4479,240.87,23.928,6.339
119,170.0,7.2906,229.93,23.928,6.339
119,180.0,7.9675,231.7,23.928,6.339
119,190.0,6.747,227.11,23.928,6.339
119,200.0,5.8381,233.38,23.928,6.339
119,210.0,7.1083,235.98,23.928,6.339
119,220.0,7.3802,248.98,23.928,6.339
119,230.0,6.613,224.51,23.928,6.339
119,240.0,7.4749,240.43,23.928,6.339
119,250.0,7.5642,228.98,23.928,6.339
119,260.0,6.278,234.13,23.928,6.339
119,270.0,6.3535,237.72,23.928,6.339
119,280.0,5.9371,235.52,23.928,6.339
119,290.0,6.848,234.66,23.928,6.339
119,300.0,6.9241,230.73,23.928,6.339
119,310.0,6.8521,231.8,23.928,6.339
119,320.0,5.8906,232.71,23.928,6.339
119,330.0,6.1224,239.09,23.928,6.339
119,340.0,5.7674,222.56,23.928,6.339
119,350.0,5.6649,228.52,23.928,6.339
119,360.0,5.7934,223.8,23.928,6.339
119,370.0,5.6644,225.49,23.928,6.339
119,380.0,6.3792,226.47,23.928,6.339
119,390.0,6.6851,238.13,23.928,6.339
119,400.0,6.7828,244.54,23.928,6.339
120,10.0,17.6624,307.56,17.686,4.024
120,20.0,15.6296,293.43,17.686,4.024
120,30.0,13.7687,271.77,17.686,4.024
120,40.0,11.3947,266.71,17.686,4.024
120,50.0,8.9406,246.44,17.686,4.024
120,60.0,7.7518,243.39,17.686,4.024
120,70.0,7.8148,224.27,17.686,4.024
120,80.0,7.4679,235.65,17.686,4.024
120,90.0,7.2911,216.45,17.686,4.024
120,100.0,6.0422,226.36,17.686,4.024
120,110.0,5.9303,213.71,17.686,4.024
120,120.0,5.76,217.62,17.686,4.024
120,130.0,5.9616,211.58,17.686,4.024
120,140.0,5.2047,215.18,17.686,4.024
120,150.0,4.5335,209.82,17.686,4.024
120,160.0,5.5313,216.59,17.686,4.024
120,170.0,5.0846,212.05,17.686,4.024
120,180.0,4.9831,211.38,17.686,4.024
120,190.0,4.0589,216.84,17.686,4.024
120,200.0,4.6444,201.73,17.686,4.024
120,210.0,3.7094,213.57,17.686,4.024
120,220.0,3.513,205.59,17.686,4.024
120,230.0,4.3794,195.69,17.686,4.024
120,240.0,4.2399,207.42,17.686,4.024
120,250.0,4.7216,202.94,17.686,4.024
120,260.0,5.1406,214.33,17.686,4.024
120,270.0,4.3558,200.69,17.686,4.024
120,280.0,5.2678,203.82,17.686,4.024
120,290.0,4.0259,204.78,17.686,4.024
120,300.0,4.7001,191.45,17.686,4.024
120,310.0,3.6397,206.15,17.686,4.024
120,320.0,4.3394,196.77,17.686,4.024
120,330.0,4.0973,211.43,17.686,4.024
120,340.0,4.1389,212.9,17.686,4.024
120,350.0,4.5363,202.5,17.686,4.024
120,360.0,3.2544,192.7,17.686,4.024
120,370.0,4.2715,203.48,17.686,4.024
120,380.0,3.7853,203.37,17.686,4.024
120,390.0,4.2536,206.64,17.686,4.024
120,400.0,4.3869,200.32,17.686,4.024
121,10.0,17.9938,299.11,19.405,6.822
121,20.0,15.953,286.57,19.405,6.822
121,30.0,13.0152,258.33,19.405,6.822
121,40.0,11.631,257.91,19.405,6.822
121,50.0,10.5194,244.68,19.405,6.822
121,60.0,9.4505,230.58,19.405,6.822
121,70.0,8.945,241.83,19.405,6.822
121,80.0,9.2579,233.9,19.405,6.822
121,90.0,8.5101,233.33,19.405,6.822
121,100.0,7.3503,215.37,19.405,6.822
121,110.0,7.6222,221.2,19.405,6.822
121,120.0,8.0732,218.53,19.405,6.822
121,130.0,7.2361,224.68,19.405,6.822
121,140.0,7.5138,228.43,19.405,6.822
121,150.0,7.3771,207.81,19.405,6.822
121,160.0,7.5965,219.14,19.405,6.822
121,170.0,7.1783,217.83,19.405,6.822
121,180.0,7.1508,224.39,19.405,6.822
121,190.0,6.743,217.71,19.405,6.822
121,200.0,7.3332,209.89,19.405,6.822
121,210.0,6.6435,216.29,19.405,6.822
121,220.0,7.9817,210.93,19.405,6.822
121,230.0,7.0603,212.34,19.405,6.822
121,240.0,6.936,217.23,19.405,6.822
121,250.0,7.437,213.89,19.405,6.822
121,260.0,6.9738,218.43,19.405,6.822
121,270.0,7.0486,207.3,19.405,6.822
121,280.0,6.9639,230.77,19.405,6.822
121,290.0,6.6078,224.18,19.405,6.822
121,300.0,6.4969,220.77,19.405,6.822
121,310.0,6.6016,208.36,19.405,6.822
121,320.0,7.5315,202.99,19.405,6.822
121,330.0,6.6223,210.88,19.405,6.822
121,340.0,6.7289,214.7,19.405,6.822
121,350.0,6.7003,229.76,19.405,6.822
121,360.0,7.2819,224.04,19.405,6.822
121,370.0,7.9339,212.76,19.405,6.822
121,380.0,6.4404,223.36,19.405,6.822
121,390.0,7.1903,223.42,19.405,6.822
121,400.0,6.9662,215.98,19.405,6.822
122,10.0,26.3017,343.04,27.647,5.583
122,20.0,21.0282,322.32,27.647,5.583
122,30.0,16.8415,320.09,27.647,5.583
122,40.0,14.8016,277.48,27.647,5.583
122,50.0,10.8905,259.82,27.647,5.583
122,60.0,11.6406,247.7,27.647,5.583
122,70.0,9.3714,236.37,27.647,5.583
122,80.0,9.1671,226.95,27.647,5.583
122,90.0,9.1495,234.08,27.647,5.583
122,100.0,7.009,229.62,27.647,5.583
122,110.0,6.8686,238.04,27.647,5.583
122,120.0,8.2814,217.11,27.647,5.583
122,130.0,6.7739,228.36,27.647,5.583
122,140.0,6.6797,232.74,27.647,5.583
122,150.0,6.7184,211.54,27.647,5.583
122,160.0,7.0241,226.78,27.647,5.583
122,170.0,7.0624,212.19,27.647,5.583
122,180.0,6.3572,224.71,27.647,5.583
122,190.0,6.0583,230.08,27.647,5.583
122,200.0,6.1497,220.59,27.647,5.583
122,210.0,6.2702,222.01,27.647,5.583
122,220.0,6.7385,215.68,27.647,5.583
122,230.0,6.0978,221.44,27.647,5.583
122,240.0,6.9234,226.37,27.647,5.583
122,250.0,5.5226,218.09,27.647,5.583
122,260.0,6.2052,218.16,27.647,5.583
122,270.0,6.8059,221.25,27.647,5.583
122,280.0,6.5441,223.75,27.647,5.583
122,290.0,6.0355,208.52,27.647,5.583
122,300.0,5.3959,218.81,27.647,5.583
122,310.0,5.4665,214.12,27.647,5.583
122,320.0,5.7356,221.27,27.647,5.583
122,330.0,5.9607,224.49,27.647,5.583
122,340.0,5.6619,219.96,27.647,5.583
122,350.0,5.0335,225.9,27.647,5.583
122,360.0,5.3899,211.82,27.647,5.583
122,370.0,6.0222,215.33,27.647,5.583
122,380.0,6.1755,211.7,27.647,5.583
122,390.0,5.0248,218.08,27.647,5.583
122,400.0,5.5464,218.25,27.647,5.583
123,10.0,24.4306,358.51,25.329,7.211
123,20.0,23.2217,360.23,25.329,7.211
123,30.0,20.3226,316.87,25.329,7.211
123,40.0,16.9111,306.66,25.329,7.211
123,50.0,15.7681,276.72,25.329,7.211
123,60.0,13.5085,265.53,25.329,7.211
123,70.0,13.4629,246.7,25.329,7.211
123,80.0,12.7065,256.0,25.329,7.211
123,90.0,11.1796,239.14,25.329,7.211
123,100.0,10.804,237.7,25.329,7.211
123,110.0,9.3462,226.42,25.329,7.211
123,120.0,8.539,221.89,25.329,7.211
123,130.0,9.0825,215.27,25.329,7.211
123,140.0,8.9699,210.2,25.329,7.211
123,150.0,8.1053,213.17,25.329,7.211
123,160.0,8.7406,208.55,25.329,7.211
123,170.0,8.6971,205.05,25.329,7.211
123,180.0,8.7325,196.17,25.329,7.211
123,190.0,9.0813,201.58,25.329,7.211
123,200.0,8.6035,206.18,25.329,7.211
123,210.0,7.9154,198.7,25.329,7.211
123,220.0,8.081,202.97,25.329,7.211
123,230.0,8.2682,199.29,25.329,7.211
123,240.0,7.3671,193.23,25.329,7.211
123,250.0,8.5289,193.49,25.329,7.211
123,260.0,8.2645,194.02,25.329,7.211
123,270.0,7.646,196.37,25.329,7.211
123,280.0,7.398,196.17,25.329,7.211
123,290.0,9.6371,204.32,25.329,7.211
123,300.0,8.0901,190.46,25.329,7.211
123,310.0,8.1132,184.28,25.329,7.211
123,320.0,8.5272,200.82,25.329,7.211
123,330.0,8.0861,193.57,25.329,7.211
123,340.0,7.6707,195.42,25.329,7.211
123,350.0,7.9039,211.64,25.329,7.211
123,360.0,7.0587,204.79,25.329,7.211
123,370.0,7.8758,199.25,25.329,7.211
123,380.0,6.7069,201.29,25.329,7.211
123,390.0,7.6975,196.07,25.329,7.211
123,400.0,7.7531,201.1,25.329,7.211
124,10.0,14.9622,318.46,15.521,5.953
124,20.0,15.162,297.36,15.521,5.953
124,30.0,13.5189,300.95,15.521,5.953
124,40.0,13.1143,275.72,15.521,5.953
124,50.0,11.4195,263.33,15.521,5.953
124,60.0,11.2093,255.11,15.521,5.953
124,70.0,9.9313,243.76,15.521,5.953
124,80.0,9.2354,241.37,15.521,5.953
124,90.0,8.8732,223.11,15.521,5.953
124,100.0,8.5571,222.37,15.521,5.953
124,110.0,7.8415,218.23,15.521,5.953
124,120.0,7.1599,212.66,15.521,5.953
124,130.0,8.4998,213.36,15.521,5.953
124,140.0,7.2352,204.8,15.521,5.953
124,150.0,6.3414,211.46,15.521,5.953
124,160.0,5.971,197.63,15.521,5.953
124,170.0,5.5783,191.42,15.521,5.953
124,180.0,6.6006,198.58,15.521,5.953
124,190.0,7.5246,204.86,15.521,5.953
124,200.0,5.9123,193.27,15.521,5.953
124,210.0,6.5186,191.61,15.521,5.953
124,220.0,5.6813,192.5,15.521,5.953
124,230.0,7.1391,194.91,15.521,5.953
124,240.0,6.7142,192.14,15.521,5.953
124,250.0,6.6514,194.55,15.521,5.953
124,260.0,7.1425,181.48,15.521,5.953
124,270.0,7.2613,200.88,15.521,5.953
124,280.0,6.9156,194.79,15.521,5.953
124,290.0,6.0622,185.48,15.521,5.953
124,300.0,5.6544,198.92,15.521,5.953
124,310.0,5.7765,192.91,15.521,5.953
124,320.0,5.3922,198.93,15.521,5.953
124,330.0,7.2025,182.3,15.521,5.953
124,340.0,6.1597,199.57,15.521,5.953
124,350.0,6.3084,189.38,15.521,5.953
124,360.0,6.3288,176.18,15.521,5.953
124,370.0,7.2526,193.35,15.521,5.953
124,380.0,5.9131,186.66,15.521,5.953
124,390.0,6.7992,182.1,15.521,5.953
124,400.0,6.337,186.88,15.521,5.953
125,10.0,25.0759,392.16,26.254,4.499
125,20.0,21.764,377.66,26.254,4.499
125,30.0,18.2151,337.17,26.254,4.499
125,40.0,15.6517,311.5,26.254,4.499
125,50.0,13.8313,293.44,26.254,4.499
125,60.0,11.1602,262.39,26.254,4.499
125,70.0,9.5554,251.91,26.254,4.499
125,80.0,9.5318,263.35,26.254,4.499
125,90.0,8.2993,239.55,26.254,4.499
125,100.0,7.6461,228.37,26.254,4.499
125,110.0,8.2548,228.75,26.254,4.499
125,120.0,6.1756,223.21,26.254,4.499
125,130.0,6.5964,216.28,26.254,4.499
125,140.0,5.3293,219.0,26.254,4.499
125,150.0,5.8822,219.46,26.254,4.499
125,160.0,6.167,217.89,26.254,4.499
125,170.0,6.2988,219.94,26.254,4.499
125,180.0,4.9419,204.75,26.254,4.499
125,190.0,5.921,205.23,26.254,4.499
125,200.0,5.8032,218.49,26.254,4.499
125,210.0,5.2576,210.14,26.254,4.499
125,220.0,6.5195,219.75,26.254,4.499
125,230.0,5.1923,213.54,26.254,4.499
125,240.0,4.6851,202.46,26.254,4.499
125,250.0,5.3105,214.04,26.254,4.499
125,260.0,4.0906,204.08,26.254,4.499
125,270.0,5.8149,211.58,26.254,4.499
125,280.0,5.4866,217.25,26.254,4.499
125,290.0,4.7417,222.42,26.254,4.499
125,300.0,5.2362,208.69,26.254,4.499
125,310.0,5.171,213.19,26.254,4.499
125,320.0,5.8683,210.52,26.254,4.499
125,330.0,4.5346,213.36,26.254,4.499
125,340.0,4.168,192.55,26.254,4.499
125,350.0,3.768,205.73,26.254,4.499
125,360.0,4.6471,209.78,26.254,4.499
125,370.0,3.9769,210.74,26.254,4.499
125,380.0,4.6815,203.07,26.254,4.499
125,390.0,4.9694,212.69,26.254,4.499
125,400.0,4.519,214.3,26.254,4.499
126,10.0,22.9836,397.06,23.546,5.024
126,20.0,18.8833,358.51,23.546,5.024
126,30.0,15.3996,331.65,23.546,5.024
126,40.0,12.8262,299.51,23.546,5.024
126,50.0,11.7838,278.84,23.546,5.024
126,60.0,9.9833,257.3,23.546,5.024
126,70.0,9.0061,243.58,23.546,5.024
126,80.0,8.3553,235.2,23.546,5.024
126,90.0,7.7452,228.95,23.546,5.024
126,100.0,7.0664,216.42,23.546,5.024
126,110.0,6.2675,225.04,23.546,5.024
126,120.0,6.2268,224.92,23.546,5.024
126,130.0,6.4003,217.59,23.546,5.024
126,140.0,6.3722,212.75,23.546,5.024
126,150.0,5.8435,214.48,23.546,5.024
126,160.0,5.706,214.36,23.546,5.024
126,170.0,6.5258,213.92,23.546,5.024
126,180.0,5.5033,222.0,23.546,5.024
126,190.0,5.7876,205.02,23.546,5.024
126,200.0,5.4511,211.81,23.546,5.024
126,210.0,5.1222,213.22,23.546,5.024
126,220.0,4.7399,208.99,23.546,5.024
126,230.0,5.2033,206.64,23.546,5.024
126,240.0,5.0233,201.43,23.546,5.024
126,250.0,5.8483,203.72,23.546,5.024
126,260.0,4.7976,211.34,23.546,5.024
126,270.0,5.1504,215.62,23.546,5.024
126,280.0,5.6754,202.52,23.546,5.024
126,290.0,5.2626,209.18,23.546,5.024
126,300.0,5.5561,209.27,23.546,5.024
126,310.0,5.7141,212.07,23.546,5.024
126,320.0,4.4221,207.25,23.546,5.024
126,330.0,5.0475,208.31,23.546,5.024
126,340.0,4.7544,210.92,23.546,5.024
126,350.0,5.9252,198.26,23.546,5.024
126,360.0,5.1645,205.52,23.546,5.024
126,370.0,5.4693,194.39,23.546,5.024
126,380.0,6.0751,193.04,23.546,5.024
126,390.0,5.0164,199.93,23.546,5.024
126,400.0,5.2288,195.49,23.546,5.024
127,10.0,16.2773,302.16,17.015,7.712
127,20.0,15.0238,273.51,17.015,7.712
127,30.0,13.5556,282.59,17.015,7.712
127,40.0,11.8224,267.26,17.015,7.712
